,age_years,weight_kg,days_in_shelter,previously_returned,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch,size_large,size_medium,size_small,size_xlarge,breed_group_herding,breed_group_hound,breed_group_mixed,breed_group_sporting,breed_group_terrier,breed_group_toy,breed_group_working,intake_type_born_in_care,intake_type_owner_surrender,intake_type_stray,intake_type_transfer,medical_needs_chronic,medical_needs_minor,medical_needs_none,home_type_apartment,home_type_house_owned,home_type_house_rented
24973,1.1,7.6,18,0,1,2.5,0.6,1.8,5.0,1.9,0,0,0,0,1,2.6,6.3,3,0,0,5.3,1.3,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
26695,3.3,14.1,59,0,1,2.7,1.0,5.1,5.3,7.2,1,1,1,1,1,6.3,4.2,2,0,0,5.7,1.1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
39288,7.0,31.3,61,0,1,2.1,2.2,9.0,6.3,2.6,1,0,1,0,1,8.0,4.5,4,0,1,5.8,1.8,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
29120,3.0,6.8,11,0,1,0.2,2.2,3.1,8.0,1.1,1,0,1,1,1,3.7,2.5,1,1,1,4.5,5.5,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
12793,1.9,25.2,114,0,1,6.1,4.5,3.9,7.0,5.9,0,1,0,0,0,2.5,4.0,1,0,1,8.4,3.0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
24025,6.2,50.1,38,0,1,3.9,2.2,4.7,5.9,6.1,0,0,0,0,1,2.9,4.7,1,0,1,6.0,1.2,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
8119,0.3,7.2,53,0,1,3.7,2.8,0.0,3.1,9.4,0,0,1,0,0,8.2,6.8,3,0,1,5.0,3.7,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
14318,3.3,22.1,28,0,1,3.6,1.9,4.3,5.0,2.1,1,0,1,0,1,10.7,8.8,1,0,1,8.1,3.8,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
10729,1.3,6.7,48,1,1,5.5,1.4,0.0,6.4,6.7,0,1,1,1,1,2.4,6.2,1,0,1,5.8,0.2,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
2123,6.5,20.7,13,0,1,1.2,4.5,3.3,7.3,5.5,1,1,1,0,1,2.9,4.7,1,0,1,8.4,2.6,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
8366,6.7,6.9,133,0,1,1.4,0.3,3.9,8.1,10.0,1,0,0,1,1,4.7,6.9,1,1,0,9.8,1.2,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
24415,7.6,5.5,25,0,1,2.8,1.1,5.9,8.3,5.1,0,0,1,0,0,6.1,4.2,1,0,1,4.3,4.1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
18280,0.4,35.4,25,0,1,0.0,3.9,4.5,9.0,2.8,0,1,1,1,1,0.0,5.4,1,0,1,5.2,3.6,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
38991,3.4,29.0,135,0,1,3.4,6.8,4.2,5.9,6.8,0,0,0,1,1,12.8,5.0,1,0,1,6.4,0.9,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
24586,4.8,14.8,98,0,1,2.1,5.4,4.8,7.0,7.2,1,1,0,1,0,8.0,6.3,1,1,0,4.2,0.7,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
28023,0.8,15.9,21,0,1,0.7,3.4,2.0,4.9,5.3,1,0,0,0,0,5.1,7.0,1,0,0,8.1,2.1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
22476,2.9,13.8,11,1,1,0.4,1.8,2.8,2.7,0.8,0,0,1,1,1,1.8,2.8,1,1,0,7.0,0.1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
18632,1.4,6.5,16,0,1,0.8,4.9,3.6,3.5,4.7,1,1,1,0,1,8.8,4.8,1,0,0,6.6,1.3,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
3785,4.1,30.3,63,0,1,1.0,4.4,7.2,8.2,6.2,0,1,0,0,1,8.0,3.0,4,0,0,3.8,5.2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
4608,3.3,12.1,23,0,1,0.8,4.6,0.0,3.7,4.8,0,0,0,0,1,1.0,7.1,1,0,0,8.6,3.4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
15601,10.4,17.9,34,0,1,5.0,3.4,4.6,3.7,8.0,1,0,1,0,0,9.7,6.5,2,0,0,5.0,2.8,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
8562,2.7,40.6,113,0,1,0.9,5.1,6.1,9.0,6.8,0,0,0,0,1,5.4,6.2,2,0,1,3.0,2.8,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
3345,8.1,8.2,32,0,0,0.0,4.4,4.5,6.6,5.3,1,1,0,1,0,5.1,6.3,2,0,0,6.2,0.3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
8437,5.2,34.4,43,0,1,3.6,6.4,3.2,6.3,3.6,0,1,1,1,1,4.8,10.0,2,1,0,8.3,3.7,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
17804,6.3,5.8,51,0,1,1.4,3.4,1.3,4.2,4.2,1,1,0,0,1,11.2,5.9,2,0,0,6.7,1.7,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
6295,6.4,12.1,33,1,1,4.3,7.5,4.7,4.6,3.4,0,0,0,1,1,9.6,10.0,2,0,1,6.5,5.4,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
16833,6.1,10.3,35,0,1,2.3,7.4,1.3,3.9,4.7,0,0,1,0,1,6.0,6.3,1,0,1,8.4,2.4,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
24084,8.6,16.6,13,0,1,5.4,4.9,6.6,3.3,4.4,0,0,0,1,0,4.3,3.0,2,0,1,6.3,0.3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
33194,2.3,27.7,9,0,1,0.0,2.8,3.8,7.0,7.1,0,1,1,0,1,4.5,4.2,1,0,0,8.0,2.8,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
37407,1.3,35.7,33,0,1,0.6,2.5,4.8,8.2,0.0,0,1,0,0,0,10.1,5.4,1,0,0,7.8,2.8,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
25093,1.9,4.9,26,0,1,1.2,5.7,4.9,4.3,3.9,0,0,0,1,1,6.7,6.6,2,1,0,7.6,2.3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
24807,3.0,50.0,3,0,1,4.4,3.8,3.6,9.1,6.6,0,0,1,0,0,0.0,3.5,2,0,1,6.6,5.6,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
1236,2.7,39.5,9,0,1,4.7,2.7,5.1,5.2,5.4,0,0,1,1,1,10.7,4.7,1,1,1,5.3,0.5,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
31786,9.6,20.0,60,0,1,4.3,6.0,3.7,5.9,7.3,1,1,0,1,0,6.3,1.8,3,0,0,8.0,4.1,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
32416,5.0,27.4,19,0,0,2.3,9.3,7.4,4.1,0.7,1,0,0,1,1,7.7,5.1,2,1,0,5.0,1.0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
2549,10.2,7.4,4,0,1,0.8,2.2,0.0,3.5,2.7,1,0,0,0,1,7.9,3.7,1,0,0,8.4,0.2,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
3456,4.8,36.3,45,0,1,0.0,1.9,5.6,5.0,8.2,0,0,0,1,1,5.5,4.1,1,0,0,6.2,0.9,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
17317,2.7,7.2,21,1,1,1.3,5.1,6.6,7.4,6.1,1,0,0,0,1,5.4,7.1,1,0,0,7.7,0.3,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
15649,3.1,24.4,35,0,1,0.0,0.0,1.9,6.5,6.8,1,0,0,0,1,1.0,8.7,1,0,0,3.8,2.2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
19893,2.3,19.5,24,0,1,1.9,8.4,0.5,6.8,8.0,1,0,0,1,1,5.7,7.4,1,1,0,5.1,0.6,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
31636,0.5,20.7,7,0,1,0.8,1.4,0.0,5.7,4.3,0,1,0,0,0,7.2,6.6,1,0,0,7.3,0.9,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
10551,4.5,23.5,22,0,1,3.2,2.8,3.3,6.6,1.2,0,0,1,1,0,4.4,2.9,1,0,0,8.7,3.7,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
40575,2.2,57.6,19,0,1,6.1,1.8,0.2,6.0,2.7,0,0,1,0,1,13.6,3.0,3,0,0,3.4,3.0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
16051,7.3,4.7,44,0,1,0.0,0.0,4.2,4.3,2.2,1,1,0,1,1,8.3,4.5,1,0,0,6.2,0.2,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
41361,0.7,27.5,27,0,1,0.7,5.8,4.5,4.2,2.4,1,1,1,0,0,8.7,4.1,1,0,1,7.3,0.1,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
28644,7.4,16.1,15,0,1,0.0,5.9,2.8,5.5,5.7,1,1,0,0,0,6.0,3.5,3,0,0,6.9,2.0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
12736,10.4,42.3,18,0,1,2.6,4.8,4.9,4.8,6.3,1,0,0,1,0,9.4,9.2,3,0,0,6.1,4.4,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
38594,2.6,19.3,2,0,1,3.5,4.6,0.0,6.2,4.8,0,1,0,0,0,5.2,10.0,1,0,0,6.6,3.8,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
12864,4.9,16.2,55,0,1,5.3,0.8,3.4,7.1,7.9,0,0,1,1,1,4.4,9.2,1,1,1,5.9,2.1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
16881,1.5,6.7,34,1,1,1.7,4.0,6.3,9.5,3.3,1,0,0,0,1,5.1,7.1,4,0,0,5.5,2.4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
41082,2.8,6.7,18,1,1,1.8,3.2,3.6,5.8,1.2,1,0,1,0,1,7.1,9.9,1,0,0,10.0,4.1,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
23330,6.8,27.2,12,0,1,3.1,4.1,2.9,9.4,6.1,0,0,0,0,0,3.6,4.6,3,0,0,5.6,4.8,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
5041,2.9,9.1,44,0,1,3.4,2.6,4.1,6.4,6.5,0,1,0,0,0,6.2,4.2,1,0,0,6.9,2.2,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
4406,3.3,2.3,39,0,1,4.4,0.8,4.7,5.1,6.4,1,0,0,1,1,8.8,1.5,2,1,0,6.1,3.6,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
41335,4.1,14.5,27,0,1,3.5,7.3,4.5,8.6,3.8,0,0,0,0,1,5.0,2.9,2,0,0,8.5,5.7,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1756,5.6,19.6,95,0,1,2.4,1.6,7.6,6.1,6.9,0,1,0,0,1,8.4,0.7,2,0,0,6.6,5.4,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
38812,1.9,46.0,37,0,1,4.7,5.6,5.7,2.2,4.6,1,1,0,0,1,11.5,6.6,1,0,0,6.6,4.4,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
35537,1.4,19.0,7,0,1,5.5,5.8,0.0,5.6,4.5,1,0,1,1,1,4.6,6.2,2,0,0,5.7,0.6,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
8323,2.3,18.2,68,0,1,0.3,6.3,6.4,10.0,5.4,0,0,0,0,1,7.4,0.6,1,0,1,6.2,9.4,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
40132,1.9,3.4,5,0,1,0.0,8.1,2.8,6.6,5.2,1,1,0,0,0,7.8,7.8,1,0,1,6.4,1.2,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
23407,5.2,6.0,58,0,1,3.0,1.8,2.4,8.1,4.4,0,0,0,1,1,7.3,5.9,1,0,0,8.9,2.2,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
6685,1.8,28.4,9,0,1,1.7,6.2,3.6,2.6,3.6,0,1,0,0,0,5.7,9.6,1,0,0,7.7,7.0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
28450,3.0,7.7,6,0,0,0.9,8.5,3.1,4.0,4.0,0,0,0,1,1,1.4,6.9,1,1,0,8.2,2.9,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
22450,15.2,8.7,9,0,1,2.4,5.1,5.3,3.4,0.4,0,0,0,1,0,7.5,6.0,2,0,0,5.7,2.6,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
36309,8.4,29.3,12,1,1,3.0,7.5,1.9,5.6,5.6,0,0,0,0,0,5.5,2.0,2,0,0,3.4,3.6,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
22754,5.9,28.1,6,0,1,2.9,5.2,3.1,4.5,3.7,0,1,0,0,1,5.5,4.6,1,0,0,7.1,0.1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
31585,1.9,4.6,33,0,1,0.0,0.0,4.5,7.3,4.5,1,1,1,0,0,3.4,6.1,1,0,0,9.9,1.2,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
37551,1.9,28.9,6,0,0,1.6,5.6,0.6,9.0,4.9,0,1,0,1,1,0.0,6.4,1,1,1,10.0,2.6,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
35940,1.6,22.4,28,0,1,1.3,0.8,1.9,10.0,6.4,1,0,0,0,1,5.7,2.0,2,0,0,5.4,8.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
19049,6.0,28.6,12,0,1,4.6,6.4,1.4,10.0,1.7,1,0,0,0,1,12.4,6.6,1,0,1,6.8,3.4,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
9763,1.8,13.6,5,0,1,4.7,5.6,9.7,8.4,0.0,0,0,1,1,0,7.8,5.5,2,0,1,6.1,2.9,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2584,3.9,16.7,25,0,1,1.7,6.0,2.6,9.1,0.3,0,1,0,0,1,8.8,6.1,2,0,1,8.3,3.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
9442,6.4,12.3,18,0,1,2.2,3.1,3.1,3.1,7.0,1,0,0,1,0,6.6,3.5,1,1,0,6.6,0.4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
13189,3.6,29.3,9,0,0,6.8,6.3,6.1,1.7,5.7,0,0,1,0,0,6.3,3.2,1,0,0,6.7,1.5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
37303,0.5,15.1,27,0,1,1.6,2.7,2.6,7.0,2.6,1,1,0,1,1,8.4,8.2,1,1,1,7.9,1.2,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
31241,4.0,6.8,2,0,1,0.6,3.2,2.0,9.6,1.5,0,0,0,1,0,8.8,5.6,1,1,0,8.4,4.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
24783,6.2,41.3,22,0,1,3.6,5.0,3.7,7.9,0.0,0,0,0,1,1,4.8,6.2,2,0,1,3.9,1.7,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
8161,1.1,12.3,24,0,1,6.1,7.4,1.7,5.5,0.9,0,0,0,0,0,5.8,7.9,3,0,0,4.2,2.4,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
28699,1.1,21.4,3,0,1,0.0,1.5,3.8,2.6,2.2,1,0,0,0,1,0.8,7.9,2,0,1,8.4,5.3,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
9873,1.0,17.0,32,0,1,0.3,4.2,4.2,5.3,7.2,0,0,1,1,0,3.5,4.4,2,1,1,8.6,0.9,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
32722,2.9,10.7,41,0,1,3.8,2.6,4.4,5.4,5.3,0,1,0,0,0,6.3,7.2,3,0,0,5.4,1.8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
27192,4.7,10.8,33,1,1,3.0,4.2,0.4,9.3,4.0,0,0,1,0,0,6.8,4.1,1,0,1,7.8,5.2,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
41434,2.0,6.5,9,0,0,1.1,1.5,3.8,7.4,2.6,0,1,0,0,0,0.5,4.9,3,0,1,7.2,2.5,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
10965,3.0,33.5,14,0,1,2.7,2.4,2.0,7.6,3.9,0,1,0,1,0,6.2,3.5,3,1,0,8.6,4.1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
799,1.8,18.5,92,0,1,2.6,0.0,3.0,8.5,5.5,1,0,0,0,1,5.6,9.8,1,0,1,4.4,1.3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
8551,6.8,36.9,19,1,1,2.0,2.8,3.4,4.5,2.9,0,1,1,0,1,7.3,5.8,1,0,1,9.1,1.3,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
26442,0.8,8.8,12,0,1,3.8,6.5,5.0,1.4,0.9,0,0,1,0,1,1.0,4.8,1,0,1,8.3,3.4,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
5460,11.1,18.9,63,0,1,5.5,7.8,3.6,7.7,6.0,1,0,0,1,0,8.6,8.9,2,0,1,7.0,1.2,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
9618,6.2,31.4,53,0,1,1.5,2.1,7.3,2.5,6.0,0,0,0,0,1,9.1,7.1,1,0,0,5.7,4.6,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
7712,0.6,21.8,13,0,1,3.6,6.9,4.3,9.8,2.9,0,1,0,0,1,2.4,7.1,3,0,1,7.3,2.7,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
16879,0.9,6.4,8,0,1,2.1,4.9,4.0,10.0,7.7,1,0,0,1,1,5.0,4.7,1,0,0,2.6,5.3,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
12217,2.2,15.7,13,1,1,0.7,2.2,5.0,7.1,3.5,0,0,0,0,1,10.7,3.9,1,0,0,8.3,3.2,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
40860,0.7,25.4,48,0,1,2.6,1.3,3.9,6.7,2.3,0,0,0,1,1,2.7,4.2,1,1,1,2.7,2.5,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
35142,5.6,20.8,46,0,1,2.7,1.6,2.8,5.0,7.4,1,1,1,0,0,3.3,4.3,1,0,1,6.7,0.7,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
12683,3.1,4.4,7,0,1,0.0,7.1,4.2,7.1,7.2,0,0,0,1,0,9.3,5.1,1,1,0,2.9,2.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
27782,3.2,6.6,120,0,1,1.2,6.6,5.5,9.3,5.6,0,0,0,0,1,3.8,4.8,1,0,0,6.1,4.5,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1463,8.3,21.1,23,0,1,3.2,5.8,0.8,5.1,2.7,0,0,0,0,1,6.2,9.3,1,0,0,10.0,4.2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
14365,2.9,33.4,13,0,1,0.0,3.0,5.1,4.9,4.8,0,1,1,0,1,0.9,6.5,3,0,0,4.5,1.6,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4561,3.1,20.6,9,0,1,0.7,2.4,3.7,7.8,2.6,0,1,0,0,0,4.4,3.0,3,0,0,2.7,4.8,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
16610,1.1,32.0,31,0,1,5.4,2.5,1.0,8.0,4.5,1,0,1,0,1,6.3,4.3,1,0,0,7.2,3.7,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
31256,2.9,28.3,33,0,1,3.9,6.8,0.0,6.5,4.5,0,0,0,0,1,9.1,10.0,1,0,1,7.3,3.5,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
